title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
DS4OWD Analytics,Data collected from the Data Science for Open WASH Data (DS4OWD) course and the associated website and data publishing endeavour.,31.01.2025,NA,"ds4owd, analytics",CC BY 4.0,https://ethrat.ch/en/eth-domain/open-research-data/,NA,NA,NA,NA,NA,NA,NA,NA
